Country_id,Title,Metric_id,Metric,Year,Value
126,Cayman Islands (United Kingdom),5,Foreign Prisoners (%),2019,23.3
235,United States of America,5,Foreign Prisoners (%),2019,5.2
188,Paraguay,5,Foreign Prisoners (%),2019,4.2
167,Nicaragua,5,Foreign Prisoners (%),2019,2.9
115,Jordan,5,Foreign Prisoners (%),2019,14
99,Honduras,5,Foreign Prisoners (%),2019,1.3
246,Samoa,5,Foreign Prisoners (%),2019,0.5
145,Marshall Islands,5,Foreign Prisoners (%),2019,null
46,Cook Islands (New Zealand),5,Foreign Prisoners (%),2019,0
195,Saudi Arabia,5,Foreign Prisoners (%),2019,49
109,Iraq,5,Foreign Prisoners (%),2019,null
49,China,5,Foreign Prisoners (%),2019,0.4
223,Timor-Leste (formerly East Timor),5,Foreign Prisoners (%),2019,3.8
94,Guam (USA),5,Foreign Prisoners (%),2019,31
129,Lebanon,5,Foreign Prisoners (%),2019,36
24,Bahrain,5,Foreign Prisoners (%),2019,23.7
132,Sri Lanka,5,Foreign Prisoners (%),2019,1.4
3,Afghanistan,5,Foreign Prisoners (%),2019,0.9
64,Ecuador,5,Foreign Prisoners (%),2019,8.1
54,Curaçao (Netherlands),5,Foreign Prisoners (%),2019,null
197,Seychelles,5,Foreign Prisoners (%),2019,1.3
45,Cote d'Ivoire,5,Foreign Prisoners (%),2019,30
69,Spain,5,Foreign Prisoners (%),2019,28
81,Georgia,5,Foreign Prisoners (%),2019,6.3
166,Nigeria,5,Foreign Prisoners (%),2019,0.3
227,Turkey,5,Foreign Prisoners (%),2019,2.2
137,Latvia,5,Foreign Prisoners (%),2019,2.5
84,Ghana,5,Foreign Prisoners (%),2019,7.2
13,Austria,5,Foreign Prisoners (%),2019,54.7
66,Egypt,5,Foreign Prisoners (%),2019,1
199,Sweden,5,Foreign Prisoners (%),2019,22.1
192,Serbia,5,Foreign Prisoners (%),2019,3.4
206,San Marino,5,Foreign Prisoners (%),2019,0
142,Montenegro,5,Foreign Prisoners (%),2019,18.8
140,Monaco,5,Foreign Prisoners (%),2019,96.9
141,Moldova (Republic of),5,Foreign Prisoners (%),2019,12.9
146,Macedonia (former Yugoslav Republic of),5,Foreign Prisoners (%),2019,5.4
17,Azerbaijan,5,Foreign Prisoners (%),2019,2.3
7,Armenia,5,Foreign Prisoners (%),2019,3.9
1,Andorra,5,Foreign Prisoners (%),2019,88.5
62,Dominican Republic,5,Foreign Prisoners (%),2019,7.7
198,Sudan,5,Foreign Prisoners (%),2019,1
207,Senegal,5,Foreign Prisoners (%),2019,10.7
219,Togo,5,Foreign Prisoners (%),2019,5.2
217,Chad,5,Foreign Prisoners (%),2019,1.3
53,Cape Verde (Cabo Verde),5,Foreign Prisoners (%),2019,null
25,Burundi,5,Foreign Prisoners (%),2019,1.2
125,Kuwait,5,Foreign Prisoners (%),2019,13.5
56,Cyprus (Republic of),5,Foreign Prisoners (%),2019,41.5
19,Barbados,5,Foreign Prisoners (%),2019,14.1
88,Guinea (Republic of),5,Foreign Prisoners (%),2019,2.7
78,Gabon,5,Foreign Prisoners (%),2019,null
70,Ethiopia,5,Foreign Prisoners (%),2019,null
68,Eritrea,5,Foreign Prisoners (%),2019,null
90,Equatorial Guinea,5,Foreign Prisoners (%),2019,null
41,Democratic Republic of Congo,5,Foreign Prisoners (%),2019,null
43,Congo (Republic of),5,Foreign Prisoners (%),2019,null
42,Central African Republic,5,Foreign Prisoners (%),2019,null
8,Angola,5,Foreign Prisoners (%),2019,null
33,Bahamas,5,Foreign Prisoners (%),2019,null
30,Bolivia,5,Foreign Prisoners (%),2019,4.1
155,Malta,5,Foreign Prisoners (%),2019,41.7
153,Mauritania,5,Foreign Prisoners (%),2019,11.2
36,Botswana,5,Foreign Prisoners (%),2019,31.6
220,Thailand,5,Foreign Prisoners (%),2019,4.4
112,Italy,5,Foreign Prisoners (%),2019,33.8
65,Estonia,5,Foreign Prisoners (%),2019,35.5
57,Czech Republic,5,Foreign Prisoners (%),2019,8.3
48,Cameroon,5,Foreign Prisoners (%),2019,4.9
93,Guatemala,5,Foreign Prisoners (%),2019,3.2
14,Australia,5,Foreign Prisoners (%),2019,18
119,Cambodia,5,Foreign Prisoners (%),2019,4.4
101,Haiti,5,Foreign Prisoners (%),2019,null
173,New Zealand,5,Foreign Prisoners (%),2019,1.9
23,Bulgaria,5,Foreign Prisoners (%),2019,2
4,Antigua and Barbuda,5,Foreign Prisoners (%),2019,30.6
241,Virgin Islands (United Kingdom),5,Foreign Prisoners (%),2019,null
162,Namibia,5,Foreign Prisoners (%),2019,5.5
164,Niger,5,Foreign Prisoners (%),2019,null
11,Argentina,5,Foreign Prisoners (%),2019,5.6
233,Uganda,5,Foreign Prisoners (%),2019,0.5
26,Benin,5,Foreign Prisoners (%),2019,null
212,El Salvador,5,Foreign Prisoners (%),2019,1.4
163,New Caledonia (France),5,Foreign Prisoners (%),2019,null
89,Guadeloupe (France),5,Foreign Prisoners (%),2019,null
152,Martinique (France),5,Foreign Prisoners (%),2019,null
83,Guernsey (United Kingdom),5,Foreign Prisoners (%),2019,5.5
158,Malawi,5,Foreign Prisoners (%),2019,0.2
91,Greece,5,Foreign Prisoners (%),2019,52.9
51,Costa Rica,5,Foreign Prisoners (%),2019,13.1
39,Canada,5,Foreign Prisoners (%),2019,null
113,Jersey (United Kingdom),5,Foreign Prisoners (%),2019,25
228,Trinidad and Tobago,5,Foreign Prisoners (%),2019,0.8
102,Hungary,5,Foreign Prisoners (%),2019,4.5
169,Norway,5,Foreign Prisoners (%),2019,30.9
136,Luxembourg,5,Foreign Prisoners (%),2019,74
135,Lithuania,5,Foreign Prisoners (%),2019,1.9
106,Isle of Man (United Kingdom),5,Foreign Prisoners (%),2019,8.5
111,Iceland,5,Foreign Prisoners (%),2019,26.7
76,Faeroe Islands (Denmark),5,Foreign Prisoners (%),2019,null
180,Pakistan,5,Foreign Prisoners (%),2019,1.2
28,Bermuda (United Kingdom),5,Foreign Prisoners (%),2019,11.5
38,Belize,5,Foreign Prisoners (%),2019,11.1
29,Brunei Darussalam,5,Foreign Prisoners (%),2019,29.6
231,Tanzania,5,Foreign Prisoners (%),2019,3.7
236,Uruguay,5,Foreign Prisoners (%),2019,2.6
44,Switzerland,5,Foreign Prisoners (%),2019,71.5
151,Northern Mariana Islands (USA),5,Foreign Prisoners (%),2019,null
240,Venezuela,5,Foreign Prisoners (%),2019,2.3
121,Comoros,5,Foreign Prisoners (%),2019,7.7
250,Zambia,5,Foreign Prisoners (%),2019,2.1
120,Kiribati,5,Foreign Prisoners (%),2019,0
251,Zimbabwe,5,Foreign Prisoners (%),2019,1.9
18,Bosnia and Herzegovina: Republika Srpska,5,Foreign Prisoners (%),2019,2
221,Tajikistan,5,Foreign Prisoners (%),2019,4.9
157,Maldives,5,Foreign Prisoners (%),2019,1.1
131,Liechtenstein,5,Foreign Prisoners (%),2019,87.5
80,Grenada,5,Foreign Prisoners (%),2019,3.1
123,Democratic People's Republic of (North) Korea,5,Foreign Prisoners (%),2019,null
244,Vanuatu,5,Foreign Prisoners (%),2019,0.4
72,Finland,5,Foreign Prisoners (%),2019,16.2
100,Croatia,5,Foreign Prisoners (%),2019,5.7
22,Burkina Faso,5,Foreign Prisoners (%),2019,4.1
224,Turkmenistan,5,Foreign Prisoners (%),2019,0.7
215,Swaziland/eSwatini,5,Foreign Prisoners (%),2019,6
194,Rwanda,5,Foreign Prisoners (%),2019,0.3
124,Republic of (South) Korea,5,Foreign Prisoners (%),2019,3.8
105,Israel,5,Foreign Prisoners (%),2019,38.9
209,Suriname,5,Foreign Prisoners (%),2019,19.3
229,Tuvalu,5,Foreign Prisoners (%),2019,0
226,Tonga,5,Foreign Prisoners (%),2019,0
171,Nauru,5,Foreign Prisoners (%),2019,6.7
75,"Micronesia, Federated States of",5,Foreign Prisoners (%),2019,null
247,Yemen,5,Foreign Prisoners (%),2019,3.2
189,Qatar,5,Foreign Prisoners (%),2019,73.3
242,Virgin Islands (USA),5,Foreign Prisoners (%),2019,15.7
15,Aruba (Netherlands),5,Foreign Prisoners (%),2019,48.1
237,Uzbekistan,5,Foreign Prisoners (%),2019,null
107,India,5,Foreign Prisoners (%),2019,1.5
34,Bhutan,5,Foreign Prisoners (%),2019,6.8
210,South Sudan,5,Foreign Prisoners (%),2019,null
208,Somalia,5,Foreign Prisoners (%),2019,null
147,Mali,5,Foreign Prisoners (%),2019,null
138,Libya,5,Foreign Prisoners (%),2019,12.8
134,Lesotho,5,Foreign Prisoners (%),2019,0.9
95,Guinea Bissau,5,Foreign Prisoners (%),2019,7.1
87,Gambia,5,Foreign Prisoners (%),2019,66.7
122,St. Kitts and Nevis,5,Foreign Prisoners (%),2019,2.1
184,Puerto Rico (USA),5,Foreign Prisoners (%),2019,null
85,Gibraltar (United Kingdom),5,Foreign Prisoners (%),2019,33.9
174,Oman,5,Foreign Prisoners (%),2019,30.3
37,Belarus,5,Foreign Prisoners (%),2019,3.1
225,Tunisia,5,Foreign Prisoners (%),2019,null
18,Kosovo/Kosova,5,Foreign Prisoners (%),2019,5.7
211,Sao Tome e Principe,5,Foreign Prisoners (%),2019,0.8
133,Liberia,5,Foreign Prisoners (%),2019,2
2,United Arab Emirates,5,Foreign Prisoners (%),2019,87.8
114,Jamaica,5,Foreign Prisoners (%),2019,1.1
59,Djibouti,5,Foreign Prisoners (%),2019,null
128,Laos,5,Foreign Prisoners (%),2019,null
18,Bosnia and Herzegovina: Federation,5,Foreign Prisoners (%),2019,2.6
214,Syria,5,Foreign Prisoners (%),2019,7.3
52,Cuba,5,Foreign Prisoners (%),2019,null
178,Papua New Guinea,6,Occupancy Level (%),2019,116.5
204,Slovakia,6,Occupancy Level (%),2019,90.2
118,Kyrgyzstan,6,Occupancy Level (%),2019,61.7
127,Kazakhstan,6,Occupancy Level (%),2019,68.9
50,Colombia,6,Occupancy Level (%),2019,149.4
139,Morocco,6,Occupancy Level (%),2019,157.8
79,United Kingdom: England & Wales,6,Occupancy Level (%),2019,109.8
193,Russian Federation,6,Occupancy Level (%),2019,79
181,Poland,6,Occupancy Level (%),2019,90.7
103,Indonesia,6,Occupancy Level (%),2019,204.5
177,French Polynesia (France),6,Occupancy Level (%),2019,95.7
77,France,6,Occupancy Level (%),2019,116.5
82,French Guiana/Guyane (France),6,Occupancy Level (%),2019,127.9
249,South Africa,6,Occupancy Level (%),2019,138.2
156,Mauritius,6,Occupancy Level (%),2019,116.9
148,Myanmar (formerly Burma),6,Occupancy Level (%),2019,139.4
176,Peru,6,Occupancy Level (%),2019,231.5
116,Japan,6,Occupancy Level (%),2019,66.8
196,Solomon Islands,6,Occupancy Level (%),2019,77.7
202,Slovenia,6,Occupancy Level (%),2019,99.6
168,Netherlands,6,Occupancy Level (%),2019,68.1
60,Denmark,6,Occupancy Level (%),2019,95.8
179,Philippines,6,Occupancy Level (%),2019,463.6
170,Nepal,6,Occupancy Level (%),2019,178
149,Mongolia,6,Occupancy Level (%),2019,124.4
239,St. Vincent and the Grenadines,6,Occupancy Level (%),2019,79.8
130,St. Lucia,6,Occupancy Level (%),2019,105.4
5,Anguilla (United Kingdom),6,Occupancy Level (%),2019,91.7
205,Sierra Leone,6,Occupancy Level (%),2019,233.5
63,Algeria,6,Occupancy Level (%),2019,89.3
190,Reunion (France),6,Occupancy Level (%),2019,93.1
248,Mayotte (France),6,Occupancy Level (%),2019,113.7
161,Mozambique,6,Occupancy Level (%),2019,233
232,Ukraine,6,Occupancy Level (%),2019,68.3
243,Vietnam,6,Occupancy Level (%),2019,null
160,Malaysia,6,Occupancy Level (%),2019,121.4
213,Sint Maarten (Netherlands),6,Occupancy Level (%),2019,125.4
144,Madagascar,6,Occupancy Level (%),2019,202.5
21,Belgium,6,Occupancy Level (%),2019,109.3
96,Guyana,6,Occupancy Level (%),2019,128.8
79,United Kingdom: Scotland,6,Occupancy Level (%),2019,92.9
79,United Kingdom: Northern Ireland,6,Occupancy Level (%),2019,76.1
191,Romania,6,Occupancy Level (%),2019,113.8
104,"Ireland, Republic of",6,Occupancy Level (%),2019,94.3
6,Albania,6,Occupancy Level (%),2019,103.8
200,Singapore,6,Occupancy Level (%),2019,79.2
110,Iran,6,Occupancy Level (%),2019,153
97,Hong Kong (China),6,Occupancy Level (%),2019,77.3
159,Mexico,6,Occupancy Level (%),2019,94.4
32,Brazil,6,Occupancy Level (%),2019,166.2
150,Macau (China),6,Occupancy Level (%),2019,82.8
175,Panama,6,Occupancy Level (%),2019,111.6
47,Chile,6,Occupancy Level (%),2019,110.9
186,Portugal,6,Occupancy Level (%),2019,99
58,Germany,6,Occupancy Level (%),2019,85.2
187,Palau,6,Occupancy Level (%),2019,141.4
73,Fiji,6,Occupancy Level (%),2019,103.7
12,American Samoa (USA),6,Occupancy Level (%),2019,166.2
230,Taiwan,6,Occupancy Level (%),2019,114.8
86,Greenland (Denmark),6,Occupancy Level (%),2019,90.3
61,Dominica,6,Occupancy Level (%),2019,73
117,Kenya,6,Occupancy Level (%),2019,201.7
20,Bangladesh,6,Occupancy Level (%),2019,241.5
126,Cayman Islands (United Kingdom),6,Occupancy Level (%),2019,102.1
235,United States of America,6,Occupancy Level (%),2019,103.9
188,Paraguay,6,Occupancy Level (%),2019,143.1
167,Nicaragua,6,Occupancy Level (%),2019,190.9
115,Jordan,6,Occupancy Level (%),2019,69.3
99,Honduras,6,Occupancy Level (%),2019,178.8
246,Samoa,6,Occupancy Level (%),2019,121.2
145,Marshall Islands,6,Occupancy Level (%),2019,97.2
46,Cook Islands (New Zealand),6,Occupancy Level (%),2019,50
195,Saudi Arabia,6,Occupancy Level (%),2019,null
109,Iraq,6,Occupancy Level (%),2019,139.2
49,China,6,Occupancy Level (%),2019,null
223,Timor-Leste (formerly East Timor),6,Occupancy Level (%),2019,137.3
94,Guam (USA),6,Occupancy Level (%),2019,170.2
129,Lebanon,6,Occupancy Level (%),2019,180.9
24,Bahrain,6,Occupancy Level (%),2019,110.2
132,Sri Lanka,6,Occupancy Level (%),2019,190.6
3,Afghanistan,6,Occupancy Level (%),2019,190
64,Ecuador,6,Occupancy Level (%),2019,137.5
54,Curaçao (Netherlands),6,Occupancy Level (%),2019,63.9
197,Seychelles,6,Occupancy Level (%),2019,143
45,Cote d'Ivoire,6,Occupancy Level (%),2019,196.9
69,Spain,6,Occupancy Level (%),2019,71.8
81,Georgia,6,Occupancy Level (%),2019,77.2
166,Nigeria,6,Occupancy Level (%),2019,136.1
227,Turkey,6,Occupancy Level (%),2019,118.2
137,Latvia,6,Occupancy Level (%),2019,63.9
84,Ghana,6,Occupancy Level (%),2019,150.3
13,Austria,6,Occupancy Level (%),2019,93.2
66,Egypt,6,Occupancy Level (%),2019,null
199,Sweden,6,Occupancy Level (%),2019,90.8
192,Serbia,6,Occupancy Level (%),2019,109.2
206,San Marino,6,Occupancy Level (%),2019,25
142,Montenegro,6,Occupancy Level (%),2019,80.1
140,Monaco,6,Occupancy Level (%),2019,35.4
141,Moldova (Republic of),6,Occupancy Level (%),2019,111.5
146,Macedonia (former Yugoslav Republic of),6,Occupancy Level (%),2019,115.8
17,Azerbaijan,6,Occupancy Level (%),2019,91.4
7,Armenia,6,Occupancy Level (%),2019,66.1
1,Andorra,6,Occupancy Level (%),2019,29.7
62,Dominican Republic,6,Occupancy Level (%),2019,184.9
198,Sudan,6,Occupancy Level (%),2019,255.3
207,Senegal,6,Occupancy Level (%),2019,129.7
219,Togo,6,Occupancy Level (%),2019,178.6
217,Chad,6,Occupancy Level (%),2019,232.3
53,Cape Verde (Cabo Verde),6,Occupancy Level (%),2019,109.4
25,Burundi,6,Occupancy Level (%),2019,240.7
125,Kuwait,6,Occupancy Level (%),2019,240
56,Cyprus (Republic of),6,Occupancy Level (%),2019,126.5
19,Barbados,6,Occupancy Level (%),2019,70.7
88,Guinea (Republic of),6,Occupancy Level (%),2019,174.8
78,Gabon,6,Occupancy Level (%),2019,null
70,Ethiopia,6,Occupancy Level (%),2019,null
68,Eritrea,6,Occupancy Level (%),2019,null
90,Equatorial Guinea,6,Occupancy Level (%),2019,null
41,Democratic Republic of Congo,6,Occupancy Level (%),2019,null
43,Congo (Republic of),6,Occupancy Level (%),2019,null
42,Central African Republic,6,Occupancy Level (%),2019,null
8,Angola,6,Occupancy Level (%),2019,110.8
33,Bahamas,6,Occupancy Level (%),2019,172.7
30,Bolivia,6,Occupancy Level (%),2019,253.9
155,Malta,6,Occupancy Level (%),2019,90.1
153,Mauritania,6,Occupancy Level (%),2019,101.9
36,Botswana,6,Occupancy Level (%),2019,100.9
220,Thailand,6,Occupancy Level (%),2019,144.8
112,Italy,6,Occupancy Level (%),2019,118.9
65,Estonia,6,Occupancy Level (%),2019,76.6
57,Czech Republic,6,Occupancy Level (%),2019,102.7
48,Cameroon,6,Occupancy Level (%),2019,171.4
93,Guatemala,6,Occupancy Level (%),2019,333.2
14,Australia,6,Occupancy Level (%),2019,96
119,Cambodia,6,Occupancy Level (%),2019,206.1
101,Haiti,6,Occupancy Level (%),2019,454.4
173,New Zealand,6,Occupancy Level (%),2019,106.1
23,Bulgaria,6,Occupancy Level (%),2019,85.6
4,Antigua and Barbuda,6,Occupancy Level (%),2019,234
241,Virgin Islands (United Kingdom),6,Occupancy Level (%),2019,90
162,Namibia,6,Occupancy Level (%),2019,72.7
164,Niger,6,Occupancy Level (%),2019,107
11,Argentina,6,Occupancy Level (%),2019,112.3
233,Uganda,6,Occupancy Level (%),2019,312.3
26,Benin,6,Occupancy Level (%),2019,240
212,El Salvador,6,Occupancy Level (%),2019,333.3
163,New Caledonia (France),6,Occupancy Level (%),2019,133.3
89,Guadeloupe (France),6,Occupancy Level (%),2019,149.7
152,Martinique (France),6,Occupancy Level (%),2019,110.2
83,Guernsey (United Kingdom),6,Occupancy Level (%),2019,79.1
158,Malawi,6,Occupancy Level (%),2019,211.4
91,Greece,6,Occupancy Level (%),2019,100.8
51,Costa Rica,6,Occupancy Level (%),2019,139.4
39,Canada,6,Occupancy Level (%),2019,102.2
113,Jersey (United Kingdom),6,Occupancy Level (%),2019,64
228,Trinidad and Tobago,6,Occupancy Level (%),2019,81.8
102,Hungary,6,Occupancy Level (%),2019,118.3
169,Norway,6,Occupancy Level (%),2019,92.1
136,Luxembourg,6,Occupancy Level (%),2019,91.4
135,Lithuania,6,Occupancy Level (%),2019,81.7
106,Isle of Man (United Kingdom),6,Occupancy Level (%),2019,76.8
111,Iceland,6,Occupancy Level (%),2019,76.2
76,Faeroe Islands (Denmark),6,Occupancy Level (%),2019,42.9
180,Pakistan,6,Occupancy Level (%),2019,157.3
28,Bermuda (United Kingdom),6,Occupancy Level (%),2019,59.7
38,Belize,6,Occupancy Level (%),2019,87.3
29,Brunei Darussalam,6,Occupancy Level (%),2019,132.8
231,Tanzania,6,Occupancy Level (%),2019,115.7
236,Uruguay,6,Occupancy Level (%),2019,112.1
44,Switzerland,6,Occupancy Level (%),2019,91.9
151,Northern Mariana Islands (USA),6,Occupancy Level (%),2019,64.3
240,Venezuela,6,Occupancy Level (%),2019,153.9
121,Comoros,6,Occupancy Level (%),2019,318.3
250,Zambia,6,Occupancy Level (%),2019,303
120,Kiribati,6,Occupancy Level (%),2019,112.8
251,Zimbabwe,6,Occupancy Level (%),2019,110.9
18,Bosnia and Herzegovina: Republika Srpska,6,Occupancy Level (%),2019,57.8
221,Tajikistan,6,Occupancy Level (%),2019,61.5
157,Maldives,6,Occupancy Level (%),2019,127.7
131,Liechtenstein,6,Occupancy Level (%),2019,50
80,Grenada,6,Occupancy Level (%),2019,234.8
123,Democratic People's Republic of (North) Korea,6,Occupancy Level (%),2019,null
244,Vanuatu,6,Occupancy Level (%),2019,106.7
72,Finland,6,Occupancy Level (%),2019,91.3
100,Croatia,6,Occupancy Level (%),2019,79.3
22,Burkina Faso,6,Occupancy Level (%),2019,186.2
224,Turkmenistan,6,Occupancy Level (%),2019,85
215,Swaziland/eSwatini,6,Occupancy Level (%),2019,127.2
194,Rwanda,6,Occupancy Level (%),2019,95.6
124,Republic of (South) Korea,6,Occupancy Level (%),2019,115.4
105,Israel,6,Occupancy Level (%),2019,80.1
209,Suriname,6,Occupancy Level (%),2019,75.2
229,Tuvalu,6,Occupancy Level (%),2019,null
226,Tonga,6,Occupancy Level (%),2019,81.5
171,Nauru,6,Occupancy Level (%),2019,14
75,"Micronesia, Federated States of",6,Occupancy Level (%),2019,88
247,Yemen,6,Occupancy Level (%),2019,null
189,Qatar,6,Occupancy Level (%),2019,null
242,Virgin Islands (USA),6,Occupancy Level (%),2019,162.5
15,Aruba (Netherlands),6,Occupancy Level (%),2019,68.4
237,Uzbekistan,6,Occupancy Level (%),2019,80
107,India,6,Occupancy Level (%),2019,114.4
34,Bhutan,6,Occupancy Level (%),2019,null
210,South Sudan,6,Occupancy Level (%),2019,null
208,Somalia,6,Occupancy Level (%),2019,null
147,Mali,6,Occupancy Level (%),2019,223.3
138,Libya,6,Occupancy Level (%),2019,141.6
134,Lesotho,6,Occupancy Level (%),2019,70.6
95,Guinea Bissau,6,Occupancy Level (%),2019,102.2
87,Gambia,6,Occupancy Level (%),2019,172.5
122,St. Kitts and Nevis,6,Occupancy Level (%),2019,144
184,Puerto Rico (USA),6,Occupancy Level (%),2019,73.6
85,Gibraltar (United Kingdom),6,Occupancy Level (%),2019,57.1
174,Oman,6,Occupancy Level (%),2019,null
37,Belarus,6,Occupancy Level (%),2019,83.4
225,Tunisia,6,Occupancy Level (%),2019,114
18,Kosovo/Kosova,6,Occupancy Level (%),2019,87
211,Sao Tome e Principe,6,Occupancy Level (%),2019,77.3
133,Liberia,6,Occupancy Level (%),2019,165.7
2,United Arab Emirates,6,Occupancy Level (%),2019,158.9
114,Jamaica,6,Occupancy Level (%),2019,88.8
59,Djibouti,6,Occupancy Level (%),2019,171.4
128,Laos,6,Occupancy Level (%),2019,null
18,Bosnia and Herzegovina: Federation,6,Occupancy Level (%),2019,102.1
214,Syria,6,Occupancy Level (%),2019,65.6
52,Cuba,6,Occupancy Level (%),2019,null
3,Afghanistan,1,Prison population Total,2004,5262
3,Afghanistan,1,Prison population Total,2006,7706
3,Afghanistan,1,Prison population Total,2008,12500
3,Afghanistan,1,Prison population Total,2010,18283
3,Afghanistan,1,Prison population Total,2012,24613
3,Afghanistan,1,Prison population Total,2014,26519
6,Albania,1,Prison population Total,2001,3053
6,Albania,1,Prison population Total,2003,3778
6,Albania,1,Prison population Total,2005,4356
6,Albania,1,Prison population Total,2007,4554
6,Albania,1,Prison population Total,2009,4667
6,Albania,1,Prison population Total,2011,4779
6,Albania,1,Prison population Total,2013,5201
6,Albania,1,Prison population Total,2015,5934
6,Albania,1,Prison population Total,2017,5418
63,Algeria,1,Prison population Total,2000,33992
63,Algeria,1,Prison population Total,2003,39806
63,Algeria,1,Prison population Total,2004,44231
63,Algeria,1,Prison population Total,2006,54117
63,Algeria,1,Prison population Total,2008,55598
63,Algeria,1,Prison population Total,2010,58000
63,Algeria,1,Prison population Total,2012,55000
63,Algeria,1,Prison population Total,2014,61000
63,Algeria,1,Prison population Total,2016,60000
12,American Samoa (USA),1,Prison population Total,2000,140
12,American Samoa (USA),1,Prison population Total,2002,169
12,American Samoa (USA),1,Prison population Total,2004,258
12,American Samoa (USA),1,Prison population Total,2006,210
12,American Samoa (USA),1,Prison population Total,2008,132
12,American Samoa (USA),1,Prison population Total,2010,188
12,American Samoa (USA),1,Prison population Total,2012,192
12,American Samoa (USA),1,Prison population Total,2014,201
12,American Samoa (USA),1,Prison population Total,2016,182
1,Andorra,1,Prison population Total,2001,48
1,Andorra,1,Prison population Total,2002,55
1,Andorra,1,Prison population Total,2004,61
1,Andorra,1,Prison population Total,2006,30
1,Andorra,1,Prison population Total,2008,60
1,Andorra,1,Prison population Total,2010,61
1,Andorra,1,Prison population Total,2012,41
1,Andorra,1,Prison population Total,2014,53
1,Andorra,1,Prison population Total,2016,47
8,Angola,1,Prison population Total,1999,5147
8,Angola,1,Prison population Total,2001,4000
8,Angola,1,Prison population Total,2003,6008
8,Angola,1,Prison population Total,2005,8300
8,Angola,1,Prison population Total,2009,16183
8,Angola,1,Prison population Total,2011,19898
8,Angola,1,Prison population Total,2013,21634
5,Anguilla (United Kingdom),1,Prison population Total,2004,41
5,Anguilla (United Kingdom),1,Prison population Total,2006,45
5,Anguilla (United Kingdom),1,Prison population Total,2008,44
5,Anguilla (United Kingdom),1,Prison population Total,2010,58
5,Anguilla (United Kingdom),1,Prison population Total,2012,76
5,Anguilla (United Kingdom),1,Prison population Total,2014,60
5,Anguilla (United Kingdom),1,Prison population Total,2016,46
4,Antigua and Barbuda,1,Prison population Total,2000,170
4,Antigua and Barbuda,1,Prison population Total,2002,153
4,Antigua and Barbuda,1,Prison population Total,2004,191
4,Antigua and Barbuda,1,Prison population Total,2006,193
4,Antigua and Barbuda,1,Prison population Total,2008,229
4,Antigua and Barbuda,1,Prison population Total,2010,295
4,Antigua and Barbuda,1,Prison population Total,2012,361
4,Antigua and Barbuda,1,Prison population Total,2014,331
4,Antigua and Barbuda,1,Prison population Total,2016,371
11,Argentina,1,Prison population Total,2002,57632
11,Argentina,1,Prison population Total,2004,65351
11,Argentina,1,Prison population Total,2006,60621
11,Argentina,1,Prison population Total,2008,60611
11,Argentina,1,Prison population Total,2010,65095
11,Argentina,1,Prison population Total,2012,66484
11,Argentina,1,Prison population Total,2015,75769
7,Armenia,1,Prison population Total,2000,7281
7,Armenia,1,Prison population Total,2002,5789
7,Armenia,1,Prison population Total,2004,2856
7,Armenia,1,Prison population Total,2006,2873
7,Armenia,1,Prison population Total,2008,3539
7,Armenia,1,Prison population Total,2010,4807
7,Armenia,1,Prison population Total,2012,4532
7,Armenia,1,Prison population Total,2014,3923
7,Armenia,1,Prison population Total,2016,4873
15,Aruba (Netherlands),1,Prison population Total,2005,231
15,Aruba (Netherlands),1,Prison population Total,2007,277
15,Aruba (Netherlands),1,Prison population Total,2011,246
15,Aruba (Netherlands),1,Prison population Total,2013,240
14,Australia,1,Prison population Total,2000,21714
14,Australia,1,Prison population Total,2002,22492
14,Australia,1,Prison population Total,2004,24171
14,Australia,1,Prison population Total,2006,25790
14,Australia,1,Prison population Total,2008,27615
14,Australia,1,Prison population Total,2010,29700
14,Australia,1,Prison population Total,2012,29383
14,Australia,1,Prison population Total,2014,33791
14,Australia,1,Prison population Total,2016,38845
14,Australia,1,Prison population Total,2018,42974
13,Austria,1,Prison population Total,2000,6862
13,Austria,1,Prison population Total,2002,7425
13,Austria,1,Prison population Total,2004,8449
13,Austria,1,Prison population Total,2006,8853
13,Austria,1,Prison population Total,2008,8214
13,Austria,1,Prison population Total,2010,8597
13,Austria,1,Prison population Total,2012,8554
13,Austria,1,Prison population Total,2014,8605
13,Austria,1,Prison population Total,2016,8530
17,Azerbaijan,1,Prison population Total,1997,24851
17,Azerbaijan,1,Prison population Total,2000,23504
17,Azerbaijan,1,Prison population Total,2002,21293
17,Azerbaijan,1,Prison population Total,2004,17845
17,Azerbaijan,1,Prison population Total,2006,19559
17,Azerbaijan,1,Prison population Total,2008,20986
17,Azerbaijan,1,Prison population Total,2010,21971
17,Azerbaijan,1,Prison population Total,2012,20782
17,Azerbaijan,1,Prison population Total,2014,22526
17,Azerbaijan,1,Prison population Total,2016,22938
33,Bahamas,1,Prison population Total,1998,1401
33,Bahamas,1,Prison population Total,2000,1400
33,Bahamas,1,Prison population Total,2002,1280
33,Bahamas,1,Prison population Total,2004,1400
33,Bahamas,1,Prison population Total,2006,1500
33,Bahamas,1,Prison population Total,2008,1400
33,Bahamas,1,Prison population Total,2010,1322
33,Bahamas,1,Prison population Total,2012,1600
33,Bahamas,1,Prison population Total,2014,1396
33,Bahamas,1,Prison population Total,2016,1746
24,Bahrain,1,Prison population Total,2003,437
